"","V1","V2","V3","V4","V5","V6"
"1",NA,NA,NA,NA,NA,NA
"2","Citrate cycle (TCA cycle)","0.512940407790787","0.452249999999999","-0.0667500000000008","-0.0867500000000003","-0.29875"
"3",NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA
"8","Fatty acid biosynthesis","0.0399388854793132","-0.366250000000001","0.0567499999999992","0.900749999999999","-0.59125"
"9",NA,NA,NA,NA,NA,NA
"10",NA,NA,NA,NA,NA,NA
"11",NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA
"17","Arginine biosynthesis","0.223254797184058","0.354749999999999","0.0747499999999999","-0.15325","-0.276250000000001"
"18",NA,NA,NA,NA,NA,NA
"19",NA,NA,NA,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA
"22",NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,NA,NA,NA
"26","Arginine and proline metabolism","0.223254797184058","0.354749999999999","0.0747499999999999","-0.15325","-0.276250000000001"
"27",NA,NA,NA,NA,NA,NA
"28","Tyrosine metabolism","0.371064535170542","0.0400000000000009","-0.0999999999999996","0.324","-0.263999999999999"
"29",NA,NA,NA,NA,NA,NA
"30","Tryptophan metabolism","0.924049025985879","-0.276","0.679","-0.31","-0.093"
"31",NA,NA,NA,NA,NA,NA
"32",NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA,NA
"37",NA,NA,NA,NA,NA,NA
"38",NA,NA,NA,NA,NA,NA
"39",NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA
"47","Inositol phosphate metabolism","0.207867393255519","-0.379303815496592","-0.545075716562826","1.68643071378046","-0.762051181721035"
"48",NA,NA,NA,NA,NA,NA
"49","Glycerophospholipid metabolism","0.080377658855952","0.0643980348319629","0.118868145970796","0.41180344527121","-0.595069626073973"
"50","Ether lipid metabolism","0.080377658855952","0.0643980348319629","0.118868145970796","0.41180344527121","-0.595069626073973"
"51","Arachidonic acid metabolism","0.276771661519325","-0.128750000000002","0.184249999999999","0.324249999999999","-0.37975"
"52","Linoleic acid metabolism","0.276771661519325","-0.128750000000002","0.184249999999999","0.324249999999999","-0.37975"
"53","alpha-Linolenic acid metabolism","0.276771661519325","-0.128750000000002","0.184249999999999","0.324249999999999","-0.37975"
"54",NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA
"58","Pyruvate metabolism","0.0399388854793132","-0.366250000000001","0.0567499999999992","0.900749999999999","-0.59125"
"59","Glyoxylate and dicarboxylate metabolism","0.924049025985879","-0.276","0.679","-0.31","-0.093"
"60","Propanoate metabolism","0.0399388854793132","-0.366250000000001","0.0567499999999992","0.900749999999999","-0.59125"
"61",NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA
"70","Folate biosynthesis","0.371064535170542","0.0400000000000009","-0.0999999999999996","0.324","-0.263999999999999"
"71",NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA
"81","EGFR tyrosine kinase inhibitor resistance","0.265648244079098","-0.209351438376146","-0.731783341713596","2.33686098372119","-1.39572620363145"
"82","Endocrine resistance","0.134933421046646","-0.760923026816976","-0.58589045401987","2.40805723219678","-1.06124375135993"
"83","Antifolate resistance","0.0100691902208135","0.910538864819972","0.200168514781939","-1.58768003127678","0.476972651674871"
"84","Platinum drug resistance","0.305665689439624","-0.15861293853136","-0.933010065908955","2.4385178570812","-1.34689485264089"
"85",NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA,NA
"87","mRNA surveillance pathway","0.123204440434411","0.0606289753825381","-0.163491235368462","-0.412385386383807","0.515247646369735"
"88",NA,NA,NA,NA,NA,NA
"89","Homologous recombination","0.829317559491606","-0.148000000000001","-0.291","-0.0609999999999999","0.499999999999998"
"90","Fanconi anemia pathway","0.829317559491606","-0.148000000000001","-0.291","-0.0609999999999999","0.499999999999998"
"91","MAPK signaling pathway","0.0953559726732968","-2.47310354892631","-0.659097862876482","2.12711537263794","1.00508603916485"
"92","ErbB signaling pathway","0.498129949979431","-0.537668334518949","0.852299941311248","-1.95097718847988","1.63634558168758"
"93","Ras signaling pathway","0.136927175999833","-0.440120397131558","-0.273035858328568","2.80858329928737","-2.09542704382725"
"94","Rap1 signaling pathway","0.206776069473087","-0.04280206816645","-0.203076303225221","1.86379772047141","-1.61791934907974"
"95","Calcium signaling pathway","0.353646269883641","-1.95566275883287","-0.046372912680703","0.666963057813432","1.33507261370013"
"96","cGMP-PKG signaling pathway","0.118454648545226","-0.83039275269793","-0.559762028752802","2.40512658523809","-1.01497180378736"
"97","cAMP signaling pathway","0.131156964503779","-0.691767010119452","-0.484882182842632","2.6561744383636","-1.47952524540152"
"98","Cytokine-cytokine receptor interaction","0.99886641615531","-0.981707344471444","0.527974681077945","-0.671323795268483","1.12505645866198"
"99","Chemokine signaling pathway","0.0242026400858539","-2.03968241458269","-0.726002989612442","2.35171836354031","0.413967040654809"
"100","NF-kappa B signaling pathway","0.0695750955571214","-1.79381396438002","-0.484300362046085","1.82608131012788","0.452033016298226"
"101","HIF-1 signaling pathway","0.209550490013333","-0.497650426034675","-0.735324191622027","2.33699109041222","-1.10401647275552"
"102","FoxO signaling pathway","0.405792836173796","-0.20343828461778","1.15429126996202","-2.51807944669773","1.56722646135349"
"103","Phosphatidylinositol signaling system","0.207867393255519","-0.379303815496592","-0.545075716562826","1.68643071378046","-0.762051181721035"
"104","Sphingolipid signaling pathway","0.326836743297657","-0.121078266652292","0.729893168791607","-2.47201082702616","1.86319592488685"
"105","Phospholipase D signaling pathway","0.100937341406999","-1.11968626962477","-0.982807413810943","0.173256731342651","1.92923695209306"
"106",NA,NA,NA,NA,NA,NA
"107","Cell cycle","0.403559499401395","-0.0301104401519291","-1.6969478149291","-1.75117278882467","3.4782310439057"
"108","Oocyte meiosis","0.314563265148077","-1.56622761953751","-0.19801314595784","0.482918571634521","1.28132219386083"
"109","p53 signaling pathway","0.148588781436083","-1.11101062134709","0.213119564717821","1.63177958832985","-0.733888531700584"
"110",NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA
