"","V1","V2","V3","V4","V5","V6"
"1","p38 mapk signaling pathway","0.645158993983439","-0.106618148217173","0.778692375669808","-0.643100673901473","-0.0289735535511611"
"2",NA,NA,NA,NA,NA,NA
"3","regulation of eif-4e and p70s6 kinase","0.995597521001327","1.39625056175529","-1.79311994917198","0.958253989362406","-0.56138460194571"
"4",NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA
"6","melanocyte development and pigmentation pathway","0.152222939327469","-0.81829171321908","-0.405454104620682","0.126320859271724","1.09742495856804"
"7","stat3 signaling pathway","0.979592936240171","-0.142750000000001","0.74325","-0.0757500000000011","-0.524750000000001"
"8","il-7 signal transduction","0.0942786197113694","-0.984363769755807","-0.377604993645071","0.591268780996298","0.770699982404576"
"9","ifn gamma signaling pathway","0.253254329934684","-0.0867500000000003","-0.217749999999999","0.657250000000001","-0.35275"
"10",NA,NA,NA,NA,NA,NA
"11",NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA
"15","granzyme a mediated apoptosis pathway","0.892551491461592","-0.491250000000001","1.10075","-0.0622500000000006","-0.54725"
"16",NA,NA,NA,NA,NA,NA
"17","role of mitochondria in apoptotic signaling","0.0022156923893197","-0.56175","-0.12175","1.08525","-0.40175"
"18","tsp-1 induced apoptosis in microvascular endothelial cell","0.794170388691172","-0.790059778642903","1.04714678371968","0.0907869527463573","-0.347873957823142"
"19","angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling","0.160479824744329","1.35172510739535","0.559887456378162","-0.37991888027848","-1.53169368349503"
"20",NA,NA,NA,NA,NA,NA
"21","integrin signaling pathway","0.594773767435379","-0.21602227097922","-1.01949428946847","0.504203695409338","0.731312865038351"
"22",NA,NA,NA,NA,NA,NA
"23","tpo signaling pathway","0.922552961641996","0.681235787710852","0.285668599047492","0.510953635819652","-1.47785802257799"
"24",NA,NA,NA,NA,NA,NA
"25","il-2 receptor beta chain in t cell activation","0.579703555316346","-0.602889242561677","0.868564861210814","-1.61080868480025","1.34513306615112"
"26",NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA
"28","akt signaling pathway","0.275518446733344","0.345904175238869","0.941223463857577","-2.31959502339773","1.03246738430129"
"29",NA,NA,NA,NA,NA,NA
"30","downregulated of mta-3 in er-negative breast tumors","0.459824734689036","-0.135246285874039","-1.51140936847265","-1.37971205471876","3.02636770906545"
"31","mtor signaling pathway","0.973202017776452","-1.49154220764924","1.78323580731908","-0.912643450325838","0.620949850656001"
"32","ras signaling pathway","0.302671262372506","-0.214050987342979","-0.961093681516478","2.37070523599477","-1.19556056713531"
"33",NA,NA,NA,NA,NA,NA
"34","p53 signaling pathway","0.767568190957271","0.827190375037919","-0.877534912201009","-0.091012735977637","0.141357273140724"
"35",NA,NA,NA,NA,NA,NA
"36","corticosteroids and cardioprotection","0.525337074522959","0.397254968152515","-0.869751180940874","1.56071469648695","-1.0882184836986"
"37","reversal of insulin resistance by leptin","0.0198542547330904","-0.364719556719583","-0.0231596562856343","1.03523045791046","-0.64735124490525"
"38","overview of telomerase rna component gene hterc transcriptional regulation","0.984886707663746","-0.298249999999999","0.88875","-0.24525","-0.34525"
"39","cell cycle: g1/s check point","0.410572156539872","-0.107035184190445","-1.56934240983905","-1.57784869164305","3.25422628567255"
"40","cdc25 and chk1 regulatory pathway in response to dna damage","0.127682493679143","-0.15719087794693","-0.088427061538576","0.855071547536654","-0.60945360805115"
"41","lck and fyn tyrosine kinases in initiation of tcr activation","0.984957946136556","-0.194527429201011","-0.455278220945097","-0.179532022853748","0.829337672999857"
"42",NA,NA,NA,NA,NA,NA
"43","atm signaling pathway","0.662318499025149","0.549744395343638","0.363967618994103","0.500136234812731","-1.41384824915047"
"44","role of mef2d in t-cell apoptosis","0.492453350580771","-0.166269386074544","-1.60229905785325","-1.37571295264687","3.14428139657466"
"45","role of nicotinic acetylcholine receptors in the regulation of apoptosis","0.316415816711959","0.370348760662851","1.1771022060269","-2.19129418221369","0.643843215523943"
"46","fc epsilon receptor i signaling in mast cells","0.685687119409402","0.726146089160354","0.45088178853114","0.403423410269576","-1.58045128796107"
"47","pdgf signaling pathway","0.922552961641996","0.681235787710852","0.285668599047492","0.510953635819652","-1.47785802257799"
"48",NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA
"50","phospholipids as signalling intermediaries","0.602019137087812","0.607257068185859","-1.00348602481325","1.61745470642954","-1.22122574980215"
"51",NA,NA,NA,NA,NA,NA
"52","control of skeletal myogenesis by hdac and calcium/calmodulin-dependent kinase (camk)","0.661393167322993","0.5603041636794","-1.09576058874301","1.36209220240119","-0.826635777337586"
"53",NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA
"57","ion channels and their functional role in vascular endothelium","0.225074501326999","-0.3345","-0.496500000000001","1.1125","-0.281500000000001"
"58",NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA
"60","acetylation and deacetylation of rela in nucleus","0.0947455418841749","0.112250000000001","-0.0107499999999998","-0.865749999999998","0.764250000000001"
"61",NA,NA,NA,NA,NA,NA
