,Quiescence,Senescence,Proliferation
4E-BP1 (Ab-65),-0.5641349087674832,-0.5904655556121141,1.1546004643795968
AKT1 (Phospho-Ser473),-1.0691279596242609,0.9123523523995473,0.15677560722471248
E2F1 (Phospho-Thr433),0.6084601535990743,-1.1541313540733409,0.5456712004742672
IGF1R (Phospho-Tyr1165/1166),1.1545334010958208,-0.5942804983481588,-0.5602529027476614
IkB-alpha (Ab-32/36),-0.7076474083894218,1.144030233558902,-0.4363828251694826
IKK-beta (Ab-188),-1.1320000685167746,0.763311675218856,0.3686883932979197
IRS-1 (Phospho-Ser636),1.148380088013406,-0.6786763114811454,-0.4697037765322622
MKK6/MAP2K6 (Phospho-Ser207),0.9278940759088742,0.1312499360969354,-1.0591440120058115
mTOR (Phospho-Ser2481),-1.1014294812337733,0.8509476891782096,0.25048179205556326
p38 MAPK (Phospho-Tyr322),-0.8691387863787633,1.0929373203464066,-0.22379853396764324
p53 (Phospho-Ser15),0.9645342886572107,-1.032044557927415,0.06751026927020352
P70S6K (Phospho-Ser411),1.1541805976608908,-0.6070963146833728,-0.5470842829775099
Rb (Phospho-Thr821),-0.8730304468846523,1.091009974459695,-0.21797952757504457
Tuberin/TSC2 (Phospho-Ser939),-0.9148763513008267,1.0675618896403425,-0.15268553833951573
