,Proliferation_1,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),1.2156971732525992,0.9436952925440183,1.2881563659040076,2.465307198197225,1.579388278460723,1.5973935553118088,2.412025105703069,0.6665643883787181,0.9462824515480638,0.8098257522733051,1.0317309893581914
GSK3 beta (Phospho-Ser9),1.13467334522022,1.0040676430356297,1.2636574170944461,1.3548332274977204,0.8518029492870595,0.9500071492119979,1.204853304856115,0.8200551317196718,0.8510039532187066,1.0644066540638923,1.0849423814982093
c-Jun (Phospho-Ser73),1.2941237108668302,1.0125267342002902,0.9631670555417342,1.7029059157999649,1.3188578142084595,1.2758121129109408,1.3473016693678697,0.6082620778502139,0.8883398368523348,0.7331364971245731,0.9224898926451269
Elk1 (Phospho-Ser383),0.7645958793017615,0.8534286597010406,0.834889392954735,1.5080019559779576,0.8773053998178624,1.7994955989513244,1.2828859906727026,0.6371661713515145,1.0072280905304036,0.7409378663713221,0.6777845966030539
PDK1 (Phospho-Ser241),3.42497582095572,0.9429011708760588,0.878643606075543,1.6737489536566987,0.8576156149446329,1.694826445394231,2.074032140208345,0.9582173420712424,0.8222568451257763,1.7957597752375694,2.717293002779148
Raf1 (Phospho-Ser259),1.3212777110128104,0.834804748930944,0.8572853066536512,1.8207248389289956,1.7047509855889826,2.4408744761603356,1.5447975583582332,0.8463389626091702,1.011497274346559,1.1016054019679429,0.839287972160453
GSK3 alpha (Phospho-Ser21),2.128828029590982,1.1189940808699186,2.0770585477689814,3.9652377073527494,2.6042638383137113,4.017160003074144,3.5505465038898616,1.4876548399984806,1.1237259279569614,1.8500888694335211,1.2487088093537178
MEK2 (Phospho-Thr394),1.1006252418062235,1.8535016187850428,1.1021085234379653,2.43438891246341,2.1814498135741767,3.203654158648373,3.0293158111547576,1.6892245435113,1.817588162657432,1.1090870587399855,1.524468212395132
PTEN (Phospho-Ser380),1.1816924200707986,0.9240652350384805,1.3770686140287747,1.4860265712551761,1.3694413877464724,1.2850306565609058,1.2037546677834448,0.8235274688204665,1.0829457707149812,0.9735496618506126,0.8656357730059229
NFkB-p65 (Phospho-Thr254),0.9532678413518534,1.0287149812184435,0.8953245891504994,1.2778959211557104,1.2590118200905214,1.3856617471607717,1.6282521346831664,0.8518073980347097,0.9399497721386035,0.7249074027642644,0.9165755532604022
NFkB-p65 (Phospho-Ser276),1.147933469183469,0.9523777980883448,1.1505474782257508,1.8349625039542976,1.5003439793996693,1.3993756102678319,1.1992836683034525,0.8465635189270687,0.8871035438903027,0.8898839872175961,0.9294450798864676
NFkB-p65 (Phospho-Thr435),1.2276500526500527,0.8144710109837878,0.9640012460082223,2.052460794131558,2.616706920354503,1.564814836507442,1.4905365192554796,0.7427441090406757,0.6414462277779344,0.9902700880977695,0.8042379008928899
NFkB-p65 (Phospho-Ser468),1.1281802670033643,0.3665878272717381,0.8381166476926533,0.5768650760063163,0.9106728956733664,0.6318663368647034,0.4273684286807731,0.7637669308780832,0.6618132059277541,0.4866772619409205,0.4379781103197551
NFkB-p65 (Phospho-Ser536),1.1231085332973172,0.8955986388157542,1.2350881675489216,1.161847364984804,1.2686902487587608,1.1497263142800123,0.964474173021383,0.9390899116173971,0.8488241266299957,0.626845984236859,0.9090128878650527
NFkB-p100/p52 (Phospho-Ser865),1.0771516419853329,0.4349723279420387,0.41959896078045394,0.7034449439577892,0.5846685164208987,0.5998479562276853,0.6222187486062651,0.42452281175955375,0.6656357374591042,0.46933098411419844,0.8015782143537898
