,Proliferation_1,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),0.6536559603943958,0.8430917711160153,0.5905199747057323,0.5146632948066339,0.5549725737238934,0.57642891999763,0.5999216743030208,0.6240166962476815,0.6256152752510585,0.6779925199091072,0.613579690580469
GSK3 beta (Phospho-Ser9),0.8310085802552338,0.9393951228586339,0.9090149395683149,0.6359975558185539,0.7132214701853692,0.7220210860259372,0.7678341464899505,1.0429384988841333,0.993507776101863,0.8836111533136171,0.8976978876750829
c-Jun (Phospho-Ser73),0.8665847001839423,0.8297113115038787,0.7069147855198199,0.8330720859114717,0.8945738430759322,1.0392558806915129,1.041672864535367,0.7734382622654845,0.8285605049209193,0.7721531006113532,0.8785835195000583
Elk1 (Phospho-Ser383),0.8846791041175983,0.8341322787969601,0.6527735194302272,0.75188826881172,0.7744310571373443,0.7740821966801623,0.5085344212775876,0.6429913203681976,0.5861459208345148,0.7628268140236653,0.7581592960661516
PDK1 (Phospho-Ser241),0.6509879309024287,1.0368186975984317,0.5128433533194836,0.5280053687596159,0.5760322779037066,0.48127317403307607,1.8188230748694965,0.8908445850424878,0.6501984740310977,0.6608504867504529,0.8117516765607197
Raf1 (Phospho-Ser259),0.9593463016174542,0.9697159112370929,0.8607163081733842,0.7654532897262769,0.795065816511711,0.7949569698351452,0.8515050842030284,0.9498242547213985,0.884077653883346,0.8588896850106161,0.9752699941024083
GSK3 alpha (Phospho-Ser21),0.8065500592898875,0.6423146550214768,0.6132777674755492,0.5999975805738846,0.6519004711969932,0.6534210418161621,0.36584392659012405,0.8339039983613584,0.7840934821030119,0.7101192100359078,0.8187165781609699
MEK2 (Phospho-Thr394),1.107880496714704,0.7987156780564231,0.8306913414202393,0.5111024168834015,0.5928323568655253,1.156943762914051,0.552119821774124,0.8825920382237721,1.1710451785657128,0.955939102157965,0.963409808023719
PTEN (Phospho-Ser380),0.8229718727501395,0.8292683062620411,0.764981980439375,0.5889015411338532,0.8458955069448248,0.752259059913092,0.812517355551248,0.7826762224011395,0.8756183677554,0.8523706883588077,0.7699299014007585
NFkB-p65 (Phospho-Thr254),1.013952347075679,1.0668979845722242,0.9389871234778991,1.0188752144496702,0.9932849925438731,0.9661228211146687,1.0159914949426703,0.9043155050929137,0.9722468628201192,1.094424854225987,1.0601122769026807
NFkB-p65 (Phospho-Ser276),0.807245848832887,0.8507384721940865,0.7685094728163722,0.8913543210625298,0.8476008578199444,0.8925946305523049,1.054850886282502,0.9780225411261708,0.9023829122339453,0.8210406825048432,0.7742883910687836
NFkB-p65 (Phospho-Thr435),1.0544210775030205,0.8846272457501956,0.9334510326645453,0.9086536221686008,0.758567960637889,0.734067232488479,0.5694476040710661,1.1112987147265614,0.9963693340715304,1.0226858921549429,1.0262605521045949
NFkB-p65 (Phospho-Ser468),0.8047550712193587,1.106767215175099,0.9347335818874315,1.4234247215892037,1.3241847071144832,1.9658424822902665,0.7190017480355868,0.9764375694246171,0.9447338364150342,0.8695756958428188,1.2594486180250748
NFkB-p65 (Phospho-Ser536),0.7833894105900976,1.1513813033057303,1.1246689059082047,0.6622108040031011,0.978130499191997,1.1151563172569143,0.9792275678178691,0.7939245778662877,0.946180967208196,0.5985225121009916,0.9524028363585719
NFkB-p100/p52 (Phospho-Ser865),0.8352273304690236,1.0064083117613676,0.7689458579894164,1.5437492089825378,1.1208553978047968,0.7152211648636181,0.6574045269255524,0.8808812968072527,0.9298211099024439,0.8510279225206099,0.9168219738676162
NFkB-p100/p52 (Phospho-Ser869),0.912662462476712,0.9882730468021828,0.9048867041765815,1.0458975198746727,1.1402390657307442,1.1612159955864196,0.9531664782715898,0.8935755358014813,0.9868748098467067,0.9881076959503468,0.9453308213247189
MKK4/SEK1 (Phospho-Ser80),0.8487933612990624,0.8755432775167141,0.6321971039529735,0.5044292922134702,0.6461103452321479,0.7036498654898516,0.6431139036453956,0.6300137267804415,0.6869164992996597,0.8795437784848946,0.8069687411930491
ASK1 (Phospho-Ser966),0.6146545545428634,0.6975145243740437,0.6203809240861865,0.5019701755585355,0.6473097915971691,0.6531028477828699,0.40720510442913566,0.6691609780180597,0.6591383587863618,0.6877182069502741,0.6124329090132391
HDAC4 (Phospho-Ser632),0.8119539738612748,0.9628307049355138,0.7644250955479085,1.1082755228208256,1.2757146926883642,1.22154843877642,1.0881592753648703,0.8925501180580264,0.9158940890077846,0.847630184169254,0.7268746569805834
HDAC5 (Phospho-Ser498),0.7553373891335936,0.7953094389287029,0.7485472723776201,0.9749856618610577,0.9306051864655307,1.1214779793535221,1.2580329837589619,0.6128157982384472,0.7146517152673371,0.808214199243469,0.6886004686386095
HDAC8 (Phospho-Ser39),0.8553349008623857,0.8933925301396518,0.8692495293603029,1.107044377385464,1.137981725657104,1.2736881774952447,0.8107738600312815,1.04070681270868,0.9720857310673986,0.9247084399234058,0.8902138850178372
HSP27 (Phospho-Ser15),0.7636532229727189,0.8121254185346756,0.7729757052362294,0.7732886450057546,0.7235962188175029,0.5721328992577808,0.6673428134405085,1.100690122454741,0.8800859910281646,0.8427052843586621,0.7562724739921383
SMC1 (Phospho-Ser957),0.8629494214371186,0.8406257226744955,0.774986022529052,0.43288657238167694,0.7564443882664363,0.4065773435311066,0.7821647329830334,1.020894092880132,0.8736800405565667,0.8425982595157562,0.7464042192875464
BCR (Phospho-Tyr177),0.8392022126150113,0.8859281888977966,0.738577960918493,0.6776065685953101,0.805033935318209,0.6577352756506072,0.7994589938858129,0.9328603590329919,0.8429308623264267,0.8183625469075554,0.7426640214772264
MSK1 (Phospho-Ser376),0.8412554232796868,0.8924579512513122,0.8663729489084324,0.5633745795430023,0.6372713174735087,0.6928151014374303,0.49833824160006346,1.0589610714124582,0.8955309967185634,0.837655669629693,0.8560014044464374
Paxillin (Phospho-Tyr31),0.8824005852859993,0.9257457480507608,0.8418271510001211,0.7546237419997599,0.872871757469026,0.7323836183893444,0.8659689741592749,0.9936780085852203,0.9591720163478001,0.8907015256134647,0.8287589572607688
Ezrin (Phospho-Thr566),0.8958714988763155,0.7410705591526556,0.7079125158980083,0.7247492442533346,0.6914911788232735,0.801613469870943,0.8354519616246628,0.7982001347257974,0.8282545936098453,1.074004940750927,0.9465960981338053
Rac1/cdc42 (Phospho-Ser71),0.8471013449362971,0.8932715825193408,0.8350671394950127,0.7066957964195697,0.9386329675067341,0.9584145026063815,0.9962579028536664,1.0566302678456738,1.0223672080479405,0.8884793532345573,0.8336943668564917
Raf1 (Phospho-Ser338),0.7985759920071338,0.9665922904994612,0.9065539009708253,0.6515347320052836,0.8082746343810034,0.7187168455823365,0.8246023270134231,0.8347960115388959,0.8768715156103218,0.8790298206577711,0.6390414618578133
MEK1 (Phospho-Ser217),0.8896026838175752,0.9771963683318503,0.9544323177758105,0.6374897092018148,0.6166570987700197,0.5500522775483359,0.7084359285590428,1.0775695924879491,1.0329049770167722,0.9516957061227661,0.9932978722248544
p21Cip1 (Phospho-Thr145),0.9483800240132302,0.9962265716897875,0.9525211261601061,0.881143733614007,1.0462693049647864,0.9023295632662648,0.8763147353543868,1.0871071476250231,1.1321738336468163,0.9680503647064089,1.0160782840224478
p27Kip1 (Phospho-Ser10),0.9036749255195939,0.94747871201904,0.9102350238689368,0.8449266701952656,0.8935929725270267,0.9907011710119245,0.8400365276083076,1.1574736202351197,1.0643437032519354,0.9419970316639448,0.9512721694343556
