,Proliferation_1,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),1.0812359528455713,0.9679640958551374,0.9309730055031747,0.8750485527901307,0.7066691300240249,1.0155886099406448,0.9114192848109798,0.7678762490946317,1.0039737201591208,1.1955912400802458,0.9513598124706322
GSK3 beta (Phospho-Ser9),0.9953067685187064,1.0620198546138324,1.0442346056935907,0.6920183155551738,0.7667600075080245,0.8249339252048237,0.8383014376451347,1.138397056689535,1.1166444573998229,1.0906049057819691,1.1069037945588782
c-Jun (Phospho-Ser73),1.1740125210678058,0.9081855768072279,0.7846442368018951,1.2985751893933075,1.2819129031139098,1.445783384192851,1.5170731679729077,0.9237721881994044,1.02376078048785,1.057639609191913,1.010992487854757
Elk1 (Phospho-Ser383),1.4354228843749612,1.2391871312800495,1.2055825633960715,1.4610901452031517,1.4467052423602997,1.6437220047307577,0.9084991604488352,1.0435377238489174,1.0316006157498945,0.9287322624854363,1.2370956284047518
PDK1 (Phospho-Ser241),1.3105503537466041,0.8273244230127635,0.8832369958890111,0.7976733658645601,0.7445636899372472,0.9481115691050099,2.5177451394977814,1.2522719743129334,0.9781573496602859,1.3118926007078744,0.8121688678839375
Raf1 (Phospho-Ser259),0.7631699882966595,0.8306674508443765,0.699301283492161,0.7551186535587524,0.43343107264130365,0.857730494861085,0.8356290274448702,0.8367401979734206,0.8268381108892703,0.8048775118812834,0.7160891373689056
GSK3 alpha (Phospho-Ser21),0.988742301538425,0.7324406810824418,0.6895052797466918,0.7291574867380602,0.3864434289007909,0.5493807118015568,0.8485906706218729,0.926366937570787,0.912113213326899,0.7715466937332239,0.713190616510478
MEK2 (Phospho-Thr394),0.7759278246641456,0.6809112383943401,0.6166826995078285,0.44831849525683176,0.42908883590454744,0.5266160768700958,0.4710072687196455,0.7543354342389803,0.7376766509814083,0.7129591677186461,0.6366611489862554
PTEN (Phospho-Ser380),1.1064195663898488,1.0886862362397633,0.9422887628215122,0.9725788981568059,0.8883930424675164,1.1900311622421842,1.0711832334838478,0.9598701790936132,1.0382000871295365,1.2639551660544277,0.9273680290576443
NFkB-p65 (Phospho-Thr254),1.4179907010035218,1.0717879166737985,0.948435635144455,1.2381682196380652,1.3672382219716717,1.219764842459282,0.8314247561578855,1.213568753786643,1.2234076192778942,1.5298652240153032,1.0157553271712743
NFkB-p65 (Phospho-Ser276),1.091177376325394,0.9326991203313636,0.8967853065656085,1.1602466756709375,0.9882596276561727,1.1170687818339715,1.2706092810271272,1.1256295426279732,0.9886849482234266,1.2031828331426702,0.835260650525927
NFkB-p65 (Phospho-Thr435),1.4286352430725004,1.0201702640592496,0.7921218212909206,0.9732804764819236,0.7525691367661752,0.9919819149614209,0.9865409829737746,0.826572025310085,1.0310942887641814,1.2552162347594351,0.7766683795368683
