,Proliferation_1,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),1.0429233433859164,0.9508730438496,0.9050117806207478,0.7813532123955311,0.7304385526625374,0.8992720878075796,0.8174755400299327,0.7511890468573639,0.9682527169368179,1.1461091248277877,0.9275342133569772
GSK3 beta (Phospho-Ser9),0.9600389813031118,1.0432680882581982,1.0151149542448663,0.6179208367027171,0.792550638379572,0.7304533016233804,0.7518942509417589,1.1136578334961011,1.0769146721872938,1.0454678758057563,1.0791827938177863
c-Jun (Phospho-Ser73),1.1324124585633732,0.8921500162008411,0.7627635535125826,1.159530968349531,1.3250311437236857,1.280196163775999,1.360702179470312,0.9036971131546659,0.9873357611826853,1.013866918925224,0.9856734640671215
Elk1 (Phospho-Ser383),1.384559984159911,1.2173071754056635,1.1719635434485036,1.304644725042749,1.4953664147223136,1.4554646482849765,0.8148564049296764,1.0208599485425227,0.9948966580870471,0.8902946800489039,1.2061141384140375
PDK1 (Phospho-Ser241),1.2641121977195475,0.8127166035701728,0.8586069430956321,0.7122629308663194,0.7696077286188392,0.8395232694401845,2.2582307636770467,1.225058063587004,0.9433548830841718,1.2575971034752942,0.7918291293274582
Raf1 (Phospho-Ser259),0.7361277560845426,0.8160006045610477,0.6798004840339668,0.6742647408725292,0.44800989873198716,0.7594936427408694,0.7494972970830354,0.818556469905132,0.7974195252925103,0.7715659247168037,0.6981555937264771
GSK3 alpha (Phospho-Ser21),0.9537071202207978,0.7195081954407172,0.6702776528237718,0.6510833516476628,0.39944178527035035,0.4864595121166966,0.7611229302382446,0.9062354743937598,0.879660572009563,0.7396145741742031,0.6953296626443783
MEK2 (Phospho-Thr394),0.748433530160712,0.6688885926821854,0.5994858117910125,0.40031504003786406,0.4435216071361644,0.46630213679502114,0.4224586068907561,0.7379424959748723,0.7114303962263057,0.6834518189486913,0.6207167785092297
PTEN (Phospho-Ser380),1.0672145985620085,1.069463629573915,0.9160119853734149,0.8684405499099033,0.9182749048531087,1.053735535580843,0.9607719595760177,0.939010635880832,1.0012613227843186,1.2116436626710076,0.9041432737111177
NFkB-p65 (Phospho-Thr254),1.367745494300957,1.0528636785732148,0.9219874452775698,1.1055920415107383,1.4132264529058116,1.0800637834809406,0.7457263773778714,1.1871959271141888,1.1798792413603034,1.4665484608961858,0.9903170241175708
NFkB-p65 (Phospho-Ser276),1.052512501595376,0.9162307314320628,0.871777443955862,1.036013903818375,1.0215005883382104,0.98912961984008,1.1396423418779325,1.1011677783212594,0.9535079136933454,1.1533865234813945,0.8143426075794201
NFkB-p65 (Phospho-Thr435),1.378012856733898,1.0021574233844763,0.7700326171837656,0.8690670071234261,0.7778824455219822,0.8783690945360776,0.884854134928034,0.8086092682040014,0.9944083460229651,1.2032664108455748,0.7572177056566652
NFkB-p65 (Phospho-Ser468),1.5471298301639473,0.8352435198988203,1.1293523157296717,1.354332728310794,2.0650377073906485,1.8200290414483964,1.6088294034273933,1.2277308299058376,1.2375127916472288,1.051674361169512,0.7842319066653667
NFkB-p65 (Phospho-Ser536),1.2139548002743898,0.9580378223684479,1.236161925014597,1.209678652351932,0.7531564478991161,1.5425614058034445,1.157401082451296,1.0376901446513145,1.1725303553124984,0.7779633673232749,1.2888520434893893
NFkB-p100/p52 (Phospho-Ser865),1.196608814545122,0.9995989789303714,0.9591410177867261,1.4119941731546657,0.8432949460107495,1.5934004910546082,1.8196444569511292,1.2862970607354491,1.0886613451885347,1.2736330093904618,0.8272339425762413
NFkB-p100/p52 (Phospho-Ser869),1.012293129909203,1.0063388376882576,0.9867574826509415,1.2856183155690284,1.2871942506810072,1.1507608456499672,1.3713620152936514,1.0036649796362644,0.9474732287593788,1.2753033349866438,0.8272515003933226
MKK4/SEK1 (Phospho-Ser80),1.018436390266598,0.9327217803454823,0.8334958089013453,0.650408148563104,0.6586076357393984,0.7008111859747785,0.741645656599552,0.7874919246013158,0.9877420760840707,0.9787155583915325,0.9080414207789735
ASK1 (Phospho-Ser966),0.8608476900896241,0.95998553487174,0.8085326963596252,0.8052002236236517,0.876477206842051,0.8301146892105807,0.8365469274451831,0.8896733063249161,0.8511956883274167,0.9109022452752907,0.8407298772032524
HDAC4 (Phospho-Ser632),0.9050696073053328,0.9607082344077822,0.8661774150150762,1.0096284616173228,1.3226175465526382,1.2635223521630643,1.3055310725731797,0.9966593832121146,1.0136888160743214,0.9519946357715997,0.8835488292957502
HDAC5 (Phospho-Ser498),1.0320897070514004,1.0967947812612926,1.065602955942961,1.3888561808255964,1.4848920863309354,1.4245930683526415,1.8321668619199438,0.8891262733797809,0.9557677478619948,1.074882048052896,0.961257342907916
HDAC8 (Phospho-Ser39),0.9905537876902188,0.9529301689899582,0.8961850071936238,0.864248018364238,1.2658067819653753,1.1440408353626756,1.262041861717412,1.0339646326172176,1.0123342759533105,1.0044213626345642,0.9085835500735424
HSP27 (Phospho-Ser15),0.9105577897990853,0.8968575163116828,0.8382092561210558,0.8348003544624,1.324623405959839,0.7377368700290725,1.3082054613321128,1.2543667627235204,0.9760882642196006,0.8801518589714311,0.8580785400001236
SMC1 (Phospho-Ser957),0.9669160454153649,0.8273492283748449,0.7966887966730479,0.7058777777565964,0.8163761106737151,0.7033756450584924,0.7003401327863026,1.0197622742878703,0.8968527726054103,0.8610500779821837,0.9289693127540004
BCR (Phospho-Tyr177),0.9949991924627529,0.9956911747585381,0.8721783131683237,0.8337301387520822,0.8146541289754855,0.9729017959768788,0.9240666564322733,0.9968723128467996,0.9871101817564448,0.9478965619732794,0.910423986953644
MSK1 (Phospho-Ser376),0.9203300869963936,0.8870468140509679,0.7917585464664828,0.6257790616335934,0.7865282806111776,0.7745957322412766,0.6291327637039863,1.0534262313675657,1.0293659355746267,0.911213125553626,0.787614816469485
Paxillin (Phospho-Tyr31),0.9911868702701792,0.9575160402384724,0.8280121989821363,0.8207851474683125,0.856084751444545,1.1619324660811627,0.9794126586113976,0.964752689959602,1.052453609241607,0.9036895925699633,0.8112730918331935
Ezrin (Phospho-Thr566),0.9610780707125989,1.1199741793399909,0.8431504763476024,0.8254215741772717,0.7211210989905487,0.9865737161205823,0.9662062769643898,0.8822399111828395,0.9669370726280546,0.807105557247123,0.7133225734585557
Rac1/cdc42 (Phospho-Ser71),0.9653516190552023,1.012804558741014,0.9793016475449825,0.8914391796440515,0.8948669301965909,1.1370229443945459,1.2352593374318315,1.19531686795718,1.0904507500540281,1.0877630579142958,0.9653208662709974
Raf1 (Phospho-Ser338),0.9522289400652392,1.0291566824899838,0.7355767926723997,0.8344048408071151,0.8257119609438569,0.9400505700062122,0.9482747341262866,0.9191081057615968,0.965300773073335,0.9900203434567372,0.7357844850977978
MEK1 (Phospho-Ser217),1.0264180530326132,1.0608536104456525,1.0384322863593698,0.6467053098204919,0.6213483269216016,0.6391344957536199,0.7611731098196405,1.1601368115858064,1.1435082627686883,1.2666304161215318,1.0664359824003506
p21Cip1 (Phospho-Thr145),1.0269312609396384,1.0573976760701107,1.0173024377666728,0.9497884879792142,0.8481057295126593,1.0332993505657557,0.9621513357737145,1.1391117233720918,1.1597319273233675,1.1651677594491092,0.9973338570952542
p27Kip1 (Phospho-Ser10),1.0595594405174966,1.0749040504603034,1.0540977308936472,0.9491633409131214,1.1656953998387307,1.0043748100673842,1.2077684071057608,1.1737205593759121,1.1540552527757035,1.2110155661163817,1.0089476420862922
p27Kip1 (Phospho-Thr187),0.7284191372802041,0.8834702760501826,0.7292475292490438,0.6799412059429043,0.5717090188133455,0.6675027998181976,0.5849035211974783,0.8014660954304195,1.05604715721365,0.8935952421108858,0.6639154882343445
