,Proliferation_1,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),0.6702349891443059,0.8489462914639402,0.5976841251154543,0.5676399688860452,0.548841166367106,0.6392086657813582,0.6584118142204439,0.6288903887007079,0.6471145574531159,0.7014434854515753,0.6120876369789225
GSK3 beta (Phospho-Ser9),0.8520858991787248,0.9459183840858634,0.9200430504378871,0.7014637267499017,0.7053417089568639,0.8006574948851353,0.8426951301571081,1.0510840525552883,1.0276496918979257,0.9141742260626734,0.8955149383581994
c-Jun (Phospho-Ser73),0.8885643554293609,0.8354729164946056,0.7154910302994212,0.9188240500117458,0.8846904778389424,1.1524428109973792,1.1432321083577226,0.7794789663754094,0.8570340042446454,0.7988609701294037,0.8764470509619791
Elk1 (Phospho-Ser383),0.9071176974913369,0.8399245834622201,0.6606929258466014,0.8292836070122748,0.7658750446317263,0.8583886598664475,0.5581146427088406,0.6480132083469706,0.6062888378349811,0.7892120982343787,0.7563156654414624
PDK1 (Phospho-Ser241),0.6674992889810178,1.044018478654489,0.5190651359469686,0.5823554042395446,0.5696682002650826,0.5336893635581413,1.9961515840582145,0.8978022554975387,0.6725425583805917,0.6837085294845905,0.809777724307789
Raf1 (Phospho-Ser259),0.9836787194019398,0.9764497232947399,0.8711584631486287,0.8442449382895918,0.7862818285683437,0.8815369361481786,0.9345236742102894,0.9572425679328445,0.9144590012085743,0.8885976711852501,0.9728984111939125
GSK3 alpha (Phospho-Ser21),0.8270070235515466,0.646774957382886,0.6207180139656407,0.6617581074955496,0.6446981921399041,0.7245861160721971,0.4015123536044604,0.8404169516970638,0.8110388712445437,0.7346814000845961,0.8167256892221016
MEK2 (Phospho-Thr394),1.135980267418876,0.8042620460196614,0.840769235427049,0.5637125533233905,0.5862826698245305,1.2829482585283802,0.6059494582250312,0.8894852546740015,1.2112881709626606,0.989003913770355,0.9610670657591126
PTEN (Phospho-Ser380),0.843845352325633,0.8350268349765056,0.7742626926986441,0.6495199013789386,0.8365499461371023,0.8341887322568121,0.8917347865046137,0.7887890767866343,0.905709011533437,0.8818531900902307,0.7680576479674082
NFkB-p65 (Phospho-Thr254),1.039669767449332,1.0743066394468528,0.9503788549578378,1.1237527542084949,0.982311054012453,1.0713447192555297,1.1150469004056387,0.9113783860684199,1.0056581468803534,1.1322797254695738,1.0575343813740659
NFkB-p65 (Phospho-Ser276),0.8277204607800814,0.8566460920604619,0.777832980386622,0.9831055452759179,0.8382364560795402,0.9898084622147147,1.1576949383870725,0.9856610884699174,0.93339332015061,0.8494395161040201,0.7724055390118046
NFkB-p65 (Phospho-Thr435),1.0811649281180844,0.8907701929215547,0.9447756006462661,1.0021855434819098,0.7501872056336024,0.8140156053841016,0.6249666350786615,1.119978175054448,1.0306095873679086,1.0580593968964243,1.0237649744699373
NFkB-p65 (Phospho-Ser468),0.8251665082302468,1.1144527262945843,0.9460737096739587,1.5699444138096095,1.309554946583314,2.179945361253285,0.7891017538277286,0.98406373782936,0.9771996347393608,0.8996532985905767,1.2563859924601555
NFkB-p65 (Phospho-Ser536),0.8032589388243571,1.1593766194733888,1.1383133168480362,0.7303752258484899,0.9673239894244933,1.2366096789425065,1.0746986266343492,0.8001252841081015,0.9786964962129204,0.6192247033427968,0.9500868599598623
NFkB-p100/p52 (Phospho-Ser865),0.8564116518300675,1.0133969198125745,0.7782746597565608,1.702654457384493,1.1084720452620196,0.7931169840211032,0.7214990319405535,0.8877611520324045,0.9617744320638963,0.8804639795576175,0.914592520140437
NFkB-p100/p52 (Phospho-Ser869),0.9358108128646371,0.9951357216141432,0.915864731559498,1.1535565905524887,1.1276415599671599,1.2876857865247608,1.0460966774404614,0.9005545355161237,1.020788783616739,1.0222851814675695,0.9430320420817552
MKK4/SEK1 (Phospho-Ser80),0.8703217652184871,0.88162314463121,0.6398668786182026,0.5563525330572558,0.6389720362208205,0.7802854369257695,0.7058151258520458,0.6349342572149255,0.7105223993662241,0.9099661655122715,0.8050064196965643
ASK1 (Phospho-Ser966),0.6302443695961536,0.7023581405921399,0.6279073456161112,0.5536402881476616,0.6401582309503288,0.7242332670453281,0.4469060929970512,0.6743872561417654,0.6817896624650677,0.7115055725930112,0.6109436440626109
HDAC4 (Phospho-Ser632),0.8325480005234469,0.9695167053767115,0.7736990517154375,1.222355449940414,1.2616204350218532,1.3545891273824129,1.1942507719631164,0.8995211090595244,0.9473688088008274,0.87694871742442,0.7251071018178714
HDAC5 (Phospho-Ser498),0.7744954188144857,0.8008321535994217,0.7576285998141267,1.0753454469122112,0.920323742378533,1.2436198428223997,1.380686537368742,0.6176020094871676,0.7392107366188394,0.8361693798403476,0.6869259855599943
HDAC8 (Phospho-Ser39),0.8770292213787059,0.8995963443928298,0.8797952088269805,1.2209975770093637,1.1254091592728506,1.4124074839298004,0.8898213066328954,1.0488349364742948,1.0054914778315331,0.956693019582751,0.888049134694972
HSP27 (Phospho-Ser15),0.7830221716333984,0.8177649051846099,0.782353396851374,0.8528868229390983,0.7156018360507456,0.6344447589230773,0.7324062645591399,1.1092867276019838,0.9103301647747193,0.8718534711094539,0.7544334315891816
SMC1 (Phospho-Ser957),0.8848368731465653,0.8464631185156056,0.7843881031844897,0.4774455900731052,0.748087094758947,0.4508582971453203,0.8584228957236976,1.0288674754285922,0.9037040736793076,0.871742744402841,0.7445891737104284
BCR (Phospho-Tyr177),0.8604873510562452,0.8920801699589291,0.7475383413086103,0.7473557477203322,0.7961398183344581,0.7293702196407615,0.8774032829714655,0.9401461809010367,0.8718981992871601,0.8466687469395974,0.7408580710114676
MSK1 (Phospho-Ser376),0.8625926384106505,0.898655275687716,0.876883729885803,0.6213653315283143,0.6302306631615163,0.7682706423279682,0.5469243733000955,1.0672317645090148,0.9263059384132266,0.8666291961334551,0.8539198492743214
Paxillin (Phospho-Tyr31),0.9047813873574242,0.9321742265446189,0.8520401439336079,0.8323006551115197,0.8632281596253237,0.8121486263262101,0.9503977398336745,1.0014388281919728,0.9921339830317215,0.9215098460188067,0.826743648074402
Ezrin (Phospho-Thr566),0.9185939709962574,0.7462166331821342,0.7165008650784832,0.7993510370944853,0.6838514966088151,0.8889184056738115,0.9169054316738712,0.8044342339029669,0.8567175802848789,1.1111535111531001,0.9442942420927519
Rac1/cdc42 (Phospho-Ser71),0.8685868333319244,0.8994745568991761,0.8451981204030502,0.779439264348977,0.92826283147699,1.0627968761162225,1.0933893562212216,1.064882756910477,1.0575008788348814,0.9192108113053502,0.8316670561391496
Raf1 (Phospho-Ser338),0.8188307056985471,0.9733044117972238,0.9175521546781814,0.7186002163659443,0.7993447137431343,0.7969933846156791,0.9049979978970959,0.8413159316719923,0.9070052238409697,0.9094344304871109,0.6374874923745658
MEK1 (Phospho-Ser217),0.9121661565993576,0.9839821254917668,0.9660114293610752,0.7031094743845092,0.6098441929598404,0.6099593032964318,0.7775058061094551,1.0859856217738622,1.068400778457812,0.9846137436465309,0.9908824505764302
p21Cip1 (Phospho-Thr145),0.9724342981828852,1.003144476637882,0.9640770512914267,0.9718439348209402,1.0347099890321159,1.0006036411789956,0.9617521744036189,1.095597667082067,1.1710810114512429,1.001534090676051,1.013607466806033
p27Kip1 (Phospho-Ser10),0.9265953201591879,0.9540581065627662,0.9212779367228898,0.9318988815023772,0.8837204440722212,1.0985999344258524,0.9219369758503869,1.1665137156066672,1.1009198971867995,0.9745796034209605,0.9489589425002753
p27Kip1 (Phospho-Thr187),0.7797080404038176,0.8505127802830565,0.6770853813120582,0.7240782230589012,0.5844686544049436,0.6545671059885513,0.750840743174718,0.9294746272898111,0.9795140976160978,1.0764205171862367,0.7878099036757161
Histone H3.1 (Phospho-Ser10),0.8305359924498041,0.9331271340575751,0.7505458771085053,0.6609778687547001,0.6503569818753918,0.8207338941888079,0.7830452912301745,0.6707097594179896,0.7978631085925263,0.87307364043547,0.8030990534555845
ASK1 (Phospho-Ser83),0.9333994738104551,1.0284243670989113,0.9450429640355211,1.0595813297738588,0.8259826875680176,0.8693935324863448,0.9944049211517957,1.0727198561284643,1.0607792941890404,1.0369633216123113,1.0242668408719675
NFkB-p105/p50 (Ab-893),0.7253922982249907,0.9022959489634815,0.7785898304726226,0.7841492623228733,0.9282468268295653,0.8436926110784675,0.8633846792283115,0.8685561217464127,0.9131052497996913,0.8291838110712243,0.7715005184327641
NFkB-p105/p50 (Ab-907),0.8426376671283112,0.7131887322572559,0.7168299520343402,0.5685602283546309,0.7027260966884381,0.7435542200341355,0.6812737809140895,0.9633382133240364,0.8576223249637593,0.8436982447367533,0.7460438606864883
Rel (Ab-503),0.9133183687871201,0.9124286410276962,0.8650530088402792,0.7013820345197053,0.9166181934553719,0.8228951985053048,0.8008172676682922,1.1302974596152837,1.0530883502549884,0.9234278062621727,0.8691621977432833
c-Jun (Ab-91),0.7502004033584975,0.7678545957322981,0.7719732603291303,0.5694739615383121,0.5639817838471204,0.597094445029896,0.6109002713344215,0.8782382177171645,0.8656541402115512,0.786091180845764,0.7319798930955818
c-Jun (Ab-93),0.8549734305291603,0.919168635241064,0.8961153109952174,1.8259372746736195,1.97694754912508,1.6567875399280196,1.3584544226415012,1.0394825933871148,0.9928197314093726,0.9098362067849249,0.8623479398127909
c-Jun (Ab-170),0.895232609338957,0.9082389733513051,0.890916377828163,0.7154225402971054,0.9916366041961923,0.6561519986146864,0.7416105032141578,1.0767556064993733,1.0232873331253687,0.9088082792668404,0.7838872573971329
c-Jun (Ab-239),0.8514018054639513,0.8209661838401882,0.771117252380919,0.882761040882766,0.8391438190563602,0.8124115035789843,0.9249632274060238,1.1347463424684883,0.938982361029505,0.849673791607937,0.7972733397988324
c-Jun (Ab-243),0.7745667873830534,0.9136264169556029,0.7198280285353258,0.7028135683161177,0.8721751663692023,0.7962497870277387,0.7054690005316424,0.8757009711092252,0.8395224576784835,0.9228163077431579,0.9090083321125593
JunB (Ab-79),0.8666347904059638,0.8907685788857782,0.8760203206110695,0.9309218301089772,1.112638992481007,0.8215278288270147,0.8283406937049634,1.1024396758403952,1.0270660115977748,0.9103262229522908,0.845581734183477
JunB (Ab-259),0.9043354273769761,0.9388059673494354,0.9277523312482736,1.5826240826964821,1.5465242547722156,1.6893904946183074,1.429509479845372,1.1044643881072314,1.0611020154840394,0.9939701889762762,0.9443756701821535
JunD (Ab-255),0.8613708730472188,0.9187569208650798,0.9385481826965885,1.3567826093884485,1.7752216211711294,1.615358423619981,1.3435667173726296,1.0378844069452042,0.9760290625430253,0.8981127106562711,0.844083883769456
