,Proliferation_1,Proliferation_6,Proliferation_24,Quiescence_1,Quiescence_6,Quiescence_24,Quiescence_96,Senescence_1,Senescence_6,Senescence_24,Senescence_96
c-Jun (Phospho-Ser63),1.4292868401816612,1.10114787256895,1.3824514267357537,1.8232615302902926,1.6641403204850584,1.7406550402380798,1.9207230380898634,0.8808738045382846,1.0911534328842882,1.0791303932787009,1.2125018361845192
GSK3 beta (Phospho-Ser9),1.4797725818717333,1.0206195536991123,1.5464267711039592,1.5141044788103615,1.1149956408020925,1.185994161813614,1.358558558558559,0.7984527646912969,1.3101999288211528,1.2785333523845115,1.4022529435815996
c-Jun (Phospho-Ser73),1.2909215917746328,0.5141705904373195,1.1608062413306586,0.9659445319684521,1.369503747824923,1.2337096238358443,1.1782503457814661,0.6937302523887473,1.0023623489784046,0.7296256110587073,1.0460780148489675
Elk1 (Phospho-Ser383),0.873941956697638,1.1386353134957974,1.0659957058125404,0.8870526634414713,1.0822628695902874,1.1537934085261314,1.0181256457323986,0.8365806328179807,1.0105394436209636,0.7173642439752423,0.9839825453354691
PDK1 (Phospho-Ser241),1.055456659211272,3.276891752705528,0.9117147296908865,1.1858241847805828,2.1808391842659933,1.069166435506564,1.1610698066777687,1.651728669030048,2.3894397890263823,1.1004462804885453,1.2079308410411642
Raf1 (Phospho-Ser259),1.1388494478626667,0.7363133577133999,1.1436718844800389,1.112165455156383,1.4844794842989355,1.1443053405727943,1.2776186408027206,0.7145982625100796,0.9396549398630396,0.9020102146175722,1.0265998080924763
GSK3 alpha (Phospho-Ser21),1.1368029643905053,1.0139349254354246,0.5975042215849274,1.3159495882978978,1.7520592184041515,1.2405649723660954,1.444327034878216,0.9027715572250717,0.5530648715386177,0.9390509797499387,0.6686776518644444
MEK2 (Phospho-Thr394),1.1279148163847033,1.9665259589902997,1.185663763718941,1.9193508710181626,2.2240086295459216,2.142317841582329,2.4684423856398383,1.9944977502483496,0.9335537059604218,1.2502519018916602,1.501358094171437
PTEN (Phospho-Ser380),1.1636794540034374,0.9333783134107204,1.2133150259888112,1.1455473402376057,1.2112407052458438,1.3459316287275374,1.0986391517364968,0.9371236811684973,0.9947802266852466,1.0251769988622512,1.0417570392191702
NFkB-p65 (Phospho-Thr254),1.0466068292406272,0.9617744554192511,1.0399305468766924,1.01719064894579,1.1743346696139771,1.116813256103698,1.145406836463747,0.951082412527926,1.0015650803846756,0.9652060733702091,0.86450602971905
NFkB-p65 (Phospho-Ser276),1.030723302226088,0.8947568769659209,1.244765428636153,1.0810269881477315,1.186939121998545,1.2438296170302168,1.0648970912128808,0.9846837276677934,0.7558446852996162,0.9234330233880759,0.9836650385006587
NFkB-p65 (Phospho-Thr435),0.8539114660143363,0.8887198943715058,1.0574245571388403,1.213933131768321,1.8812305809810579,2.0166942799779948,1.3050550127530418,0.7882115721201907,0.9503214605563763,0.9325961764004421,0.8856630368765078
NFkB-p65 (Phospho-Ser468),0.5311771206734086,0.36774003269433897,0.6382856650557559,0.5516063185077218,0.6270604086212616,0.7362418026158092,0.35960724420798057,0.5162082616559883,0.2675622592794109,0.44580504558109607,0.3922309454363804
NFkB-p65 (Phospho-Ser536),1.1269020279379167,1.0156580283795187,0.7528066301264802,1.2427062711692693,1.0319421733313514,0.89907561714256,1.0925790159661128,0.9998520272269903,1.0308231035849036,1.0983633900109258,1.0123396417432107
