,Quiescence,Senescence,Proliferation,Congruency
4E-BP1 (Ab-65),0.9037597196659571,0.17054586009831035,-1.0743055797642673,True
AKT1 (Phospho-Ser473),-0.9848960066054879,1.0144488578321424,-0.02955285122665138,True
E2F1 (Phospho-Thr433),0.7861264825097877,-1.1255274827865818,0.339401000276796,False
IGF1R (Phospho-Tyr1165/1166),0.005782606759649413,0.9970961570887028,-1.002878763848355,False
IkB-alpha (Ab-32/36),1.12114336216259,-0.32124309710296434,-0.7999002650596255,False
IKK-beta (Ab-188),0.6715059782612912,0.47776393808691675,-1.1492699163482125,False
IRS-1 (Phospho-Ser636),-0.6524429805431577,1.151290346704162,-0.4988473661610042,True
MKK6/MAP2K6 (Phospho-Ser207),-1.1266334176814252,0.3441755291811059,0.7824578885003187,True
mTOR (Phospho-Ser2481),-0.8784902451810062,-0.20974730174229428,1.0882375469233005,True
p38 MAPK (Phospho-Tyr322),-1.1306762532822991,0.7682627621530261,0.3624134911292692,True
p53 (Phospho-Ser15),0.9487008321648424,0.09571541194737991,-1.0444162441122213,True
P70S6K (Phospho-Ser411),-1.1046116665610062,0.2609730346240714,0.8436386319369331,True
Rb (Phospho-Thr821),-1.058090482187385,0.1286287096812785,0.929461772506108,True
Tuberin/TSC2 (Phospho-Ser939),-0.7048282098358155,1.144508099318015,-0.4396798894822278,False
