,Quiescence,Senescence,Proliferation,Congruency
4E-BP1 (Ab-65),-0.5543257509638817,-0.6000726808903177,1.1543984318542,False
AKT1 (Phospho-Ser473),-1.0403748434592477,0.9540251089155799,0.08634973454366782,True
E2F1 (Phospho-Thr433),0.7237381696505213,-1.1410688643062261,0.4173306946557047,False
IGF1R (Phospho-Tyr1165/1166),1.1546643571642412,-0.5852484100635286,-0.5694159471007126,False
IkB-alpha (Ab-32/36),-0.5240995404058949,1.1531107971869288,-0.6290112567810338,False
IKK-beta (Ab-188),-1.112128478087468,0.8250952524420767,0.2870332256453909,True
IRS-1 (Phospho-Ser636),1.1517761366493475,-0.6470132979118521,-0.5047628387374931,False
MKK6/MAP2K6 (Phospho-Ser207),0.9879019616257627,0.02377219392626035,-1.0116741555520248,False
mTOR (Phospho-Ser2481),-1.084386049062346,0.8858209809742082,0.19856506808813867,True
p38 MAPK (Phospho-Tyr322),-0.7825029802663556,1.126619978991453,-0.3441169987250983,True
p53 (Phospho-Ser15),1.015207189241464,-0.9840653162567251,-0.03114187298473828,False
P70S6K (Phospho-Ser411),1.1512525997425425,-0.4984052620025155,-0.652847337740027,False
Rb (Phospho-Thr821),-0.7510394209237796,1.1350951452699516,-0.38405572434617014,False
Tuberin/TSC2 (Phospho-Ser939),-0.766582752366132,1.13113037144279,-0.36454761907665933,False
