AKT1,-2.1186177812104745e-14
AMPK,0.05181524366382655
ATM/ATR,0.039679540996798206
CDK4,0.0076655251996349694
CDKN1A,0.04786172271852735
CDKN2A,0.11629354655433216
DNAdamage,-2.1186177812104745e-14
E2F1,-2.1186177812104745e-14
EIF4EBP1,-2.1186177812104745e-14
FOXO3,0.25075033377932043
IGF1,-2.1186177812104745e-14
IGF1R,-2.1186177812104745e-14
IKBKB,-2.1186177812104745e-14
IL1B,-2.1186177812104745e-14
IL6,-2.1186177812104745e-14
INSR,0.013779171967988649
IRS1,-2.1186177812104745e-14
KRAS,0.07417573853101764
MAP2K3/MAP2K6,0.11629354655433216
MAPK1,0.07824988340250953
MAPK14,0.11629354655433215
MDM2,-2.1186177812104745e-14
MTOR,-2.1186177812104745e-14
NAD+,0.0499087745379698
NFKB1,-2.1186177812104745e-14
NFKBIE,0.004421345384922102
PDK1,0.07066258566716832
PIK3CA,0.09088004517990583
PPARGC1A,0.02668246613887531
PTEN,0.007463180772159539
RB1,-2.1186177812104745e-14
RHEB,0.020784597786888324
ROS,0.07459327883234831
S6K1,-2.1186177812104745e-14
SGK1,0.03242997385460238
SIRT1,0.17937640337133146
SOD2,0.10627970092642008
TNF,-2.1186177812104745e-14
TP53,-2.1186177812104745e-14
TSC2,0.05958157564848431
ULK1,-2.1186177812104745e-14
lowNutrition,-2.1186177812104745e-14
